review_text,sentiment,star_rating,category
The best food I have ever used. Totally worth it!,positive,4,food
"Not worth the hype, bad travel, regret my purchase.",negative,1,travel
"The worst travel I have ever bought, do not recommend.",negative,1,travel
"Not worth the hype, bad food, regret my purchase.",negative,1,food
The best travel I have ever used. Totally worth it!,positive,4,travel
"The worst movies I have ever bought, do not recommend.",negative,2,movies
"Terrible clothing, completely unreliable and frustrating.",negative,2,clothing
"The worst travel I have ever bought, do not recommend.",negative,2,travel
"The software is decent, not great but not bad either.",neutral,3,software
"Amazing experience with this movies, will buy again!",positive,5,movies
"Superb food, high quality and long-lasting.",positive,4,food
"Great value for money, perfect for my needs in food.",positive,4,food
"Mediocre performance, but does the job for a software.",neutral,3,software
"Horrible experience with this software, waste of money.",negative,2,software
"Very disappointed with this clothing, expected better.",negative,1,clothing
Absolutely love this travel! Exceeded my expectations.,positive,4,travel
The best software I have ever used. Totally worth it!,positive,4,software
"The worst food I have ever bought, do not recommend.",negative,1,food
"Amazing experience with this software, will buy again!",positive,5,software
Absolutely love this clothing! Exceeded my expectations.,positive,5,clothing
"An average software, nothing to complain about.",neutral,3,software
The best travel I have ever used. Totally worth it!,positive,5,travel
"Neither great nor terrible, just another electronics.",neutral,3,electronics
"Amazing experience with this electronics, will buy again!",positive,4,electronics
"Horrible experience with this customer_service, waste of money.",negative,2,customer_service
"Superb clothing, high quality and long-lasting.",positive,4,clothing
"Very disappointed with this healthcare, expected better.",negative,1,healthcare
"Horrible experience with this healthcare, waste of money.",negative,2,healthcare
"An average healthcare, nothing to complain about.",neutral,3,healthcare
"Very disappointed with this travel, expected better.",negative,1,travel
"Not worth the hype, bad clothing, regret my purchase.",negative,1,clothing
"An average clothing, nothing to complain about.",neutral,3,clothing
"The food is decent, not great but not bad either.",neutral,3,food
"Not worth the hype, bad healthcare, regret my purchase.",negative,2,healthcare
"The worst electronics I have ever bought, do not recommend.",negative,2,electronics
"The customer_service is decent, not great but not bad either.",neutral,3,customer_service
"Neither great nor terrible, just another customer_service.",neutral,3,customer_service
"Superb food, high quality and long-lasting.",positive,4,food
"Amazing experience with this food, will buy again!",positive,5,food
"Horrible experience with this healthcare, waste of money.",negative,2,healthcare
"Amazing experience with this movies, will buy again!",positive,5,movies
"Mediocre performance, but does the job for a food.",neutral,3,food
"Not worth the hype, bad electronics, regret my purchase.",negative,2,electronics
"Amazing experience with this electronics, will buy again!",positive,4,electronics
The clothing meets expectations but isn't impressive.,neutral,3,clothing
The electronics meets expectations but isn't impressive.,neutral,3,electronics
Absolutely love this electronics! Exceeded my expectations.,positive,4,electronics
"Mediocre performance, but does the job for a software.",neutral,3,software
"Horrible experience with this software, waste of money.",negative,2,software
"The travel is decent, not great but not bad either.",neutral,3,travel
"An average healthcare, nothing to complain about.",neutral,3,healthcare
"Not worth the hype, bad clothing, regret my purchase.",negative,2,clothing
Absolutely love this healthcare! Exceeded my expectations.,positive,5,healthcare
"Mediocre performance, but does the job for a healthcare.",neutral,3,healthcare
"Neither great nor terrible, just another clothing.",neutral,3,clothing
"Superb healthcare, high quality and long-lasting.",positive,5,healthcare
"Great value for money, perfect for my needs in software.",positive,5,software
"Great value for money, perfect for my needs in healthcare.",positive,4,healthcare
"Superb clothing, high quality and long-lasting.",positive,5,clothing
"The travel is decent, not great but not bad either.",neutral,3,travel
"Not worth the hype, bad movies, regret my purchase.",negative,2,movies
"Horrible experience with this healthcare, waste of money.",negative,2,healthcare
Absolutely love this software! Exceeded my expectations.,positive,4,software
"Not worth the hype, bad movies, regret my purchase.",negative,1,movies
"Mediocre performance, but does the job for a electronics.",neutral,3,electronics
"Great value for money, perfect for my needs in clothing.",positive,4,clothing
"Mediocre performance, but does the job for a electronics.",neutral,3,electronics
"Superb customer_service, high quality and long-lasting.",positive,4,customer_service
"Very disappointed with this travel, expected better.",negative,2,travel
"Very disappointed with this movies, expected better.",negative,1,movies
"Very disappointed with this customer_service, expected better.",negative,1,customer_service
"Mediocre performance, but does the job for a software.",neutral,3,software
"The travel is decent, not great but not bad either.",neutral,3,travel
"The worst clothing I have ever bought, do not recommend.",negative,2,clothing
The travel meets expectations but isn't impressive.,neutral,3,travel
"Terrible clothing, completely unreliable and frustrating.",negative,1,clothing
"Great value for money, perfect for my needs in software.",positive,5,software
"Amazing experience with this clothing, will buy again!",positive,4,clothing
"Very disappointed with this clothing, expected better.",negative,2,clothing
"Terrible clothing, completely unreliable and frustrating.",negative,2,clothing
"Mediocre performance, but does the job for a healthcare.",neutral,3,healthcare
The best travel I have ever used. Totally worth it!,positive,4,travel
"Terrible customer_service, completely unreliable and frustrating.",negative,2,customer_service
The best software I have ever used. Totally worth it!,positive,4,software
The healthcare meets expectations but isn't impressive.,neutral,3,healthcare
"Superb electronics, high quality and long-lasting.",positive,5,electronics
"The healthcare is decent, not great but not bad either.",neutral,3,healthcare
"Superb movies, high quality and long-lasting.",positive,4,movies
"Horrible experience with this travel, waste of money.",negative,2,travel
"The healthcare is decent, not great but not bad either.",neutral,3,healthcare
Absolutely love this electronics! Exceeded my expectations.,positive,5,electronics
"An average customer_service, nothing to complain about.",neutral,3,customer_service
The best travel I have ever used. Totally worth it!,positive,5,travel
"The movies is decent, not great but not bad either.",neutral,3,movies
The customer_service meets expectations but isn't impressive.,neutral,3,customer_service
"Terrible electronics, completely unreliable and frustrating.",negative,1,electronics
"Horrible experience with this software, waste of money.",negative,2,software
The best software I have ever used. Totally worth it!,positive,4,software
"The movies is decent, not great but not bad either.",neutral,3,movies
"Superb clothing, high quality and long-lasting.",positive,5,clothing
The best movies I have ever used. Totally worth it!,positive,4,movies
"Amazing experience with this software, will buy again!",positive,4,software
"Mediocre performance, but does the job for a travel.",neutral,3,travel
The travel meets expectations but isn't impressive.,neutral,3,travel
The movies meets expectations but isn't impressive.,neutral,3,movies
The travel meets expectations but isn't impressive.,neutral,3,travel
"An average software, nothing to complain about.",neutral,3,software
"The electronics is decent, not great but not bad either.",neutral,3,electronics
The best customer_service I have ever used. Totally worth it!,positive,4,customer_service
"Great value for money, perfect for my needs in travel.",positive,4,travel
Absolutely love this electronics! Exceeded my expectations.,positive,4,electronics
"Not worth the hype, bad food, regret my purchase.",negative,1,food
"Mediocre performance, but does the job for a food.",neutral,3,food
The best clothing I have ever used. Totally worth it!,positive,4,clothing
The best customer_service I have ever used. Totally worth it!,positive,4,customer_service
The movies meets expectations but isn't impressive.,neutral,3,movies
"Mediocre performance, but does the job for a food.",neutral,3,food
"Horrible experience with this software, waste of money.",negative,1,software
"Superb travel, high quality and long-lasting.",positive,4,travel
"Amazing experience with this travel, will buy again!",positive,5,travel
The customer_service meets expectations but isn't impressive.,neutral,3,customer_service
"Mediocre performance, but does the job for a software.",neutral,3,software
"Great value for money, perfect for my needs in travel.",positive,5,travel
Absolutely love this electronics! Exceeded my expectations.,positive,4,electronics
"Horrible experience with this software, waste of money.",negative,1,software
"Mediocre performance, but does the job for a movies.",neutral,3,movies
"Mediocre performance, but does the job for a customer_service.",neutral,3,customer_service
"Horrible experience with this food, waste of money.",negative,2,food
"Very disappointed with this food, expected better.",negative,2,food
"The worst customer_service I have ever bought, do not recommend.",negative,2,customer_service
The clothing meets expectations but isn't impressive.,neutral,3,clothing
"Neither great nor terrible, just another healthcare.",neutral,3,healthcare
"Great value for money, perfect for my needs in clothing.",positive,4,clothing
The best travel I have ever used. Totally worth it!,positive,4,travel
"Very disappointed with this clothing, expected better.",negative,1,clothing
The best electronics I have ever used. Totally worth it!,positive,5,electronics
"Neither great nor terrible, just another electronics.",neutral,3,electronics
"Great value for money, perfect for my needs in movies.",positive,5,movies
Absolutely love this software! Exceeded my expectations.,positive,5,software
"Neither great nor terrible, just another clothing.",neutral,3,clothing
"Very disappointed with this electronics, expected better.",negative,1,electronics
The best movies I have ever used. Totally worth it!,positive,4,movies
"Not worth the hype, bad electronics, regret my purchase.",negative,1,electronics
The clothing meets expectations but isn't impressive.,neutral,3,clothing
"The electronics is decent, not great but not bad either.",neutral,3,electronics
"An average food, nothing to complain about.",neutral,3,food
"Superb electronics, high quality and long-lasting.",positive,4,electronics
"Not worth the hype, bad software, regret my purchase.",negative,2,software
"The worst software I have ever bought, do not recommend.",negative,1,software
"Very disappointed with this clothing, expected better.",negative,2,clothing
"Mediocre performance, but does the job for a clothing.",neutral,3,clothing
"Terrible food, completely unreliable and frustrating.",negative,2,food
"Horrible experience with this movies, waste of money.",negative,2,movies
"The worst software I have ever bought, do not recommend.",negative,1,software
The best movies I have ever used. Totally worth it!,positive,5,movies
"Very disappointed with this software, expected better.",negative,1,software
"Neither great nor terrible, just another electronics.",neutral,3,electronics
"The worst movies I have ever bought, do not recommend.",negative,1,movies
"Superb movies, high quality and long-lasting.",positive,5,movies
"Terrible food, completely unreliable and frustrating.",negative,1,food
The healthcare meets expectations but isn't impressive.,neutral,3,healthcare
"Very disappointed with this software, expected better.",negative,1,software
"Very disappointed with this customer_service, expected better.",negative,1,customer_service
"Not worth the hype, bad electronics, regret my purchase.",negative,1,electronics
"Superb food, high quality and long-lasting.",positive,4,food
"Superb travel, high quality and long-lasting.",positive,5,travel
The electronics meets expectations but isn't impressive.,neutral,3,electronics
"Mediocre performance, but does the job for a clothing.",neutral,3,clothing
"Horrible experience with this travel, waste of money.",negative,1,travel
"The customer_service is decent, not great but not bad either.",neutral,3,customer_service
The food meets expectations but isn't impressive.,neutral,3,food
"Very disappointed with this healthcare, expected better.",negative,1,healthcare
"Neither great nor terrible, just another customer_service.",neutral,3,customer_service
"Great value for money, perfect for my needs in healthcare.",positive,5,healthcare
"Neither great nor terrible, just another healthcare.",neutral,3,healthcare
"Amazing experience with this customer_service, will buy again!",positive,4,customer_service
"Superb movies, high quality and long-lasting.",positive,4,movies
"The worst travel I have ever bought, do not recommend.",negative,2,travel
"Superb healthcare, high quality and long-lasting.",positive,4,healthcare
Absolutely love this movies! Exceeded my expectations.,positive,4,movies
"Mediocre performance, but does the job for a healthcare.",neutral,3,healthcare
"An average electronics, nothing to complain about.",neutral,3,electronics
"Neither great nor terrible, just another food.",neutral,3,food
The movies meets expectations but isn't impressive.,neutral,3,movies
"The electronics is decent, not great but not bad either.",neutral,3,electronics
The best healthcare I have ever used. Totally worth it!,positive,4,healthcare
"Terrible food, completely unreliable and frustrating.",negative,1,food
"Not worth the hype, bad software, regret my purchase.",negative,2,software
"The electronics is decent, not great but not bad either.",neutral,3,electronics
"Superb software, high quality and long-lasting.",positive,5,software
"The software is decent, not great but not bad either.",neutral,3,software
The travel meets expectations but isn't impressive.,neutral,3,travel
"Horrible experience with this healthcare, waste of money.",negative,2,healthcare
"Very disappointed with this electronics, expected better.",negative,2,electronics
The best travel I have ever used. Totally worth it!,positive,5,travel
"Terrible food, completely unreliable and frustrating.",negative,1,food
"Amazing experience with this clothing, will buy again!",positive,4,clothing
"Superb food, high quality and long-lasting.",positive,4,food
"The food is decent, not great but not bad either.",neutral,3,food
"The travel is decent, not great but not bad either.",neutral,3,travel
"Very disappointed with this travel, expected better.",negative,2,travel
The electronics meets expectations but isn't impressive.,neutral,3,electronics
The best customer_service I have ever used. Totally worth it!,positive,4,customer_service
"Neither great nor terrible, just another clothing.",neutral,3,clothing
"The electronics is decent, not great but not bad either.",neutral,3,electronics
"Mediocre performance, but does the job for a electronics.",neutral,3,electronics
"Terrible movies, completely unreliable and frustrating.",negative,2,movies
Absolutely love this movies! Exceeded my expectations.,positive,5,movies
"Superb movies, high quality and long-lasting.",positive,5,movies
"The electronics is decent, not great but not bad either.",neutral,3,electronics
Absolutely love this electronics! Exceeded my expectations.,positive,5,electronics
"An average movies, nothing to complain about.",neutral,3,movies
"An average healthcare, nothing to complain about.",neutral,3,healthcare
The best healthcare I have ever used. Totally worth it!,positive,4,healthcare
"An average food, nothing to complain about.",neutral,3,food
"Terrible movies, completely unreliable and frustrating.",negative,1,movies
"Superb software, high quality and long-lasting.",positive,4,software
"Very disappointed with this food, expected better.",negative,2,food
"Terrible food, completely unreliable and frustrating.",negative,1,food
"Amazing experience with this software, will buy again!",positive,4,software
"Very disappointed with this travel, expected better.",negative,1,travel
The customer_service meets expectations but isn't impressive.,neutral,3,customer_service
"Very disappointed with this travel, expected better.",negative,1,travel
"An average movies, nothing to complain about.",neutral,3,movies
"Not worth the hype, bad clothing, regret my purchase.",negative,1,clothing
"Mediocre performance, but does the job for a electronics.",neutral,3,electronics
"Terrible movies, completely unreliable and frustrating.",negative,1,movies
"Amazing experience with this travel, will buy again!",positive,5,travel
The clothing meets expectations but isn't impressive.,neutral,3,clothing
Absolutely love this healthcare! Exceeded my expectations.,positive,5,healthcare
The best food I have ever used. Totally worth it!,positive,4,food
"The worst healthcare I have ever bought, do not recommend.",negative,2,healthcare
"Very disappointed with this movies, expected better.",negative,2,movies
"The worst electronics I have ever bought, do not recommend.",negative,1,electronics
The best clothing I have ever used. Totally worth it!,positive,4,clothing
"Amazing experience with this healthcare, will buy again!",positive,4,healthcare
"Amazing experience with this travel, will buy again!",positive,5,travel
"Not worth the hype, bad customer_service, regret my purchase.",negative,1,customer_service
"Terrible software, completely unreliable and frustrating.",negative,1,software
The best healthcare I have ever used. Totally worth it!,positive,5,healthcare
"Amazing experience with this healthcare, will buy again!",positive,5,healthcare
"Not worth the hype, bad movies, regret my purchase.",negative,2,movies
"The worst movies I have ever bought, do not recommend.",negative,1,movies
"Mediocre performance, but does the job for a movies.",neutral,3,movies
"Superb healthcare, high quality and long-lasting.",positive,5,healthcare
"Terrible clothing, completely unreliable and frustrating.",negative,2,clothing
"Great value for money, perfect for my needs in movies.",positive,5,movies
The best software I have ever used. Totally worth it!,positive,5,software
"The software is decent, not great but not bad either.",neutral,3,software
The best electronics I have ever used. Totally worth it!,positive,5,electronics
The travel meets expectations but isn't impressive.,neutral,3,travel
Absolutely love this movies! Exceeded my expectations.,positive,4,movies
The best movies I have ever used. Totally worth it!,positive,5,movies
"An average food, nothing to complain about.",neutral,3,food
"Superb food, high quality and long-lasting.",positive,4,food
Absolutely love this healthcare! Exceeded my expectations.,positive,4,healthcare
"An average food, nothing to complain about.",neutral,3,food
"Neither great nor terrible, just another customer_service.",neutral,3,customer_service
"An average electronics, nothing to complain about.",neutral,3,electronics
"Neither great nor terrible, just another movies.",neutral,3,movies
"Horrible experience with this movies, waste of money.",negative,2,movies
The healthcare meets expectations but isn't impressive.,neutral,3,healthcare
"Not worth the hype, bad travel, regret my purchase.",negative,1,travel
The movies meets expectations but isn't impressive.,neutral,3,movies
"Amazing experience with this food, will buy again!",positive,4,food
"Horrible experience with this food, waste of money.",negative,1,food
"Amazing experience with this clothing, will buy again!",positive,5,clothing
"The worst travel I have ever bought, do not recommend.",negative,2,travel
"Great value for money, perfect for my needs in software.",positive,4,software
"Horrible experience with this food, waste of money.",negative,2,food
"Horrible experience with this clothing, waste of money.",negative,2,clothing
"Horrible experience with this movies, waste of money.",negative,1,movies
"Amazing experience with this customer_service, will buy again!",positive,4,customer_service
"The worst healthcare I have ever bought, do not recommend.",negative,2,healthcare
"Superb food, high quality and long-lasting.",positive,5,food
The best electronics I have ever used. Totally worth it!,positive,4,electronics
The customer_service meets expectations but isn't impressive.,neutral,3,customer_service
"The worst clothing I have ever bought, do not recommend.",negative,1,clothing
"Mediocre performance, but does the job for a customer_service.",neutral,3,customer_service
The clothing meets expectations but isn't impressive.,neutral,3,clothing
"Neither great nor terrible, just another electronics.",neutral,3,electronics
The food meets expectations but isn't impressive.,neutral,3,food
"Mediocre performance, but does the job for a food.",neutral,3,food
Absolutely love this software! Exceeded my expectations.,positive,5,software
"Great value for money, perfect for my needs in software.",positive,4,software
"Not worth the hype, bad healthcare, regret my purchase.",negative,2,healthcare
"Very disappointed with this clothing, expected better.",negative,2,clothing
"Terrible food, completely unreliable and frustrating.",negative,2,food
The customer_service meets expectations but isn't impressive.,neutral,3,customer_service
"Neither great nor terrible, just another customer_service.",neutral,3,customer_service
The clothing meets expectations but isn't impressive.,neutral,3,clothing
"Superb customer_service, high quality and long-lasting.",positive,4,customer_service
"Not worth the hype, bad customer_service, regret my purchase.",negative,1,customer_service
"An average electronics, nothing to complain about.",neutral,3,electronics
"The worst electronics I have ever bought, do not recommend.",negative,1,electronics
"Great value for money, perfect for my needs in food.",positive,5,food
"The worst healthcare I have ever bought, do not recommend.",negative,1,healthcare
Absolutely love this food! Exceeded my expectations.,positive,5,food
The travel meets expectations but isn't impressive.,neutral,3,travel
"The worst movies I have ever bought, do not recommend.",negative,1,movies
"The worst movies I have ever bought, do not recommend.",negative,1,movies
"Great value for money, perfect for my needs in travel.",positive,4,travel
"Neither great nor terrible, just another software.",neutral,3,software
"Very disappointed with this customer_service, expected better.",negative,2,customer_service
"Superb electronics, high quality and long-lasting.",positive,5,electronics
"Great value for money, perfect for my needs in software.",positive,4,software
"Terrible healthcare, completely unreliable and frustrating.",negative,1,healthcare
Absolutely love this clothing! Exceeded my expectations.,positive,4,clothing
"Amazing experience with this food, will buy again!",positive,5,food
"Terrible travel, completely unreliable and frustrating.",negative,1,travel
"Great value for money, perfect for my needs in movies.",positive,5,movies
The best movies I have ever used. Totally worth it!,positive,4,movies
The customer_service meets expectations but isn't impressive.,neutral,3,customer_service
"The software is decent, not great but not bad either.",neutral,3,software
"Superb movies, high quality and long-lasting.",positive,5,movies
"Amazing experience with this movies, will buy again!",positive,5,movies
The electronics meets expectations but isn't impressive.,neutral,3,electronics
"Horrible experience with this healthcare, waste of money.",negative,1,healthcare
"Amazing experience with this movies, will buy again!",positive,4,movies
"Horrible experience with this healthcare, waste of money.",negative,2,healthcare
"Great value for money, perfect for my needs in customer_service.",positive,5,customer_service
"The worst customer_service I have ever bought, do not recommend.",negative,2,customer_service
"The movies is decent, not great but not bad either.",neutral,3,movies
The movies meets expectations but isn't impressive.,neutral,3,movies
"Not worth the hype, bad movies, regret my purchase.",negative,1,movies
"Amazing experience with this food, will buy again!",positive,4,food
The best healthcare I have ever used. Totally worth it!,positive,5,healthcare
"Neither great nor terrible, just another customer_service.",neutral,3,customer_service
The software meets expectations but isn't impressive.,neutral,3,software
"Terrible healthcare, completely unreliable and frustrating.",negative,2,healthcare
"Neither great nor terrible, just another movies.",neutral,3,movies
Absolutely love this healthcare! Exceeded my expectations.,positive,5,healthcare
"Horrible experience with this food, waste of money.",negative,2,food
"The worst clothing I have ever bought, do not recommend.",negative,1,clothing
"Terrible customer_service, completely unreliable and frustrating.",negative,1,customer_service
The best food I have ever used. Totally worth it!,positive,4,food
"Not worth the hype, bad healthcare, regret my purchase.",negative,2,healthcare
"Superb food, high quality and long-lasting.",positive,4,food
"Superb software, high quality and long-lasting.",positive,4,software
Absolutely love this electronics! Exceeded my expectations.,positive,5,electronics
"The movies is decent, not great but not bad either.",neutral,3,movies
"Superb customer_service, high quality and long-lasting.",positive,4,customer_service
"Amazing experience with this customer_service, will buy again!",positive,5,customer_service
Absolutely love this customer_service! Exceeded my expectations.,positive,4,customer_service
"Great value for money, perfect for my needs in customer_service.",positive,5,customer_service
The healthcare meets expectations but isn't impressive.,neutral,3,healthcare
"The food is decent, not great but not bad either.",neutral,3,food
"Not worth the hype, bad food, regret my purchase.",negative,1,food
Absolutely love this food! Exceeded my expectations.,positive,5,food
"Not worth the hype, bad electronics, regret my purchase.",negative,2,electronics
"The electronics is decent, not great but not bad either.",neutral,3,electronics
The clothing meets expectations but isn't impressive.,neutral,3,clothing
"Not worth the hype, bad clothing, regret my purchase.",negative,2,clothing
"Neither great nor terrible, just another clothing.",neutral,3,clothing
"Not worth the hype, bad customer_service, regret my purchase.",negative,1,customer_service
The electronics meets expectations but isn't impressive.,neutral,3,electronics
"Amazing experience with this movies, will buy again!",positive,4,movies
"Not worth the hype, bad travel, regret my purchase.",negative,2,travel
The clothing meets expectations but isn't impressive.,neutral,3,clothing
"Terrible healthcare, completely unreliable and frustrating.",negative,2,healthcare
"An average clothing, nothing to complain about.",neutral,3,clothing
"Amazing experience with this food, will buy again!",positive,4,food
Absolutely love this clothing! Exceeded my expectations.,positive,4,clothing
"The customer_service is decent, not great but not bad either.",neutral,3,customer_service
"Superb clothing, high quality and long-lasting.",positive,5,clothing
"Horrible experience with this customer_service, waste of money.",negative,2,customer_service
"Great value for money, perfect for my needs in electronics.",positive,5,electronics
The best travel I have ever used. Totally worth it!,positive,5,travel
"Mediocre performance, but does the job for a food.",neutral,3,food
"Not worth the hype, bad food, regret my purchase.",negative,2,food
"Very disappointed with this electronics, expected better.",negative,1,electronics
"Superb software, high quality and long-lasting.",positive,5,software
"Amazing experience with this software, will buy again!",positive,5,software
"The travel is decent, not great but not bad either.",neutral,3,travel
Absolutely love this travel! Exceeded my expectations.,positive,4,travel
"The clothing is decent, not great but not bad either.",neutral,3,clothing
"Amazing experience with this food, will buy again!",positive,5,food
"Neither great nor terrible, just another clothing.",neutral,3,clothing
"Neither great nor terrible, just another clothing.",neutral,3,clothing
"Not worth the hype, bad clothing, regret my purchase.",negative,1,clothing
"Mediocre performance, but does the job for a movies.",neutral,3,movies
"Terrible electronics, completely unreliable and frustrating.",negative,1,electronics
"Neither great nor terrible, just another customer_service.",neutral,3,customer_service
"Terrible movies, completely unreliable and frustrating.",negative,2,movies
The best food I have ever used. Totally worth it!,positive,4,food
"Superb food, high quality and long-lasting.",positive,5,food
"An average customer_service, nothing to complain about.",neutral,3,customer_service
"Neither great nor terrible, just another travel.",neutral,3,travel
"Superb healthcare, high quality and long-lasting.",positive,4,healthcare
"Mediocre performance, but does the job for a software.",neutral,3,software
"Amazing experience with this customer_service, will buy again!",positive,4,customer_service
"Mediocre performance, but does the job for a electronics.",neutral,3,electronics
The food meets expectations but isn't impressive.,neutral,3,food
"Very disappointed with this software, expected better.",negative,2,software
The best movies I have ever used. Totally worth it!,positive,4,movies
"Mediocre performance, but does the job for a food.",neutral,3,food
The electronics meets expectations but isn't impressive.,neutral,3,electronics
"Very disappointed with this electronics, expected better.",negative,1,electronics
"Terrible travel, completely unreliable and frustrating.",negative,2,travel
"The software is decent, not great but not bad either.",neutral,3,software
"Superb travel, high quality and long-lasting.",positive,4,travel
"Superb travel, high quality and long-lasting.",positive,4,travel
"Horrible experience with this travel, waste of money.",negative,1,travel
"Great value for money, perfect for my needs in software.",positive,5,software
"Horrible experience with this customer_service, waste of money.",negative,1,customer_service
The software meets expectations but isn't impressive.,neutral,3,software
"Horrible experience with this travel, waste of money.",negative,1,travel
"Great value for money, perfect for my needs in clothing.",positive,5,clothing
"Not worth the hype, bad clothing, regret my purchase.",negative,1,clothing
"The customer_service is decent, not great but not bad either.",neutral,3,customer_service
"Not worth the hype, bad customer_service, regret my purchase.",negative,2,customer_service
The clothing meets expectations but isn't impressive.,neutral,3,clothing
"An average travel, nothing to complain about.",neutral,3,travel
"The worst food I have ever bought, do not recommend.",negative,1,food
"Great value for money, perfect for my needs in travel.",positive,4,travel
Absolutely love this food! Exceeded my expectations.,positive,5,food
"Great value for money, perfect for my needs in movies.",positive,4,movies
The food meets expectations but isn't impressive.,neutral,3,food
"The worst healthcare I have ever bought, do not recommend.",negative,1,healthcare
"Amazing experience with this travel, will buy again!",positive,4,travel
The healthcare meets expectations but isn't impressive.,neutral,3,healthcare
"The healthcare is decent, not great but not bad either.",neutral,3,healthcare
"The worst movies I have ever bought, do not recommend.",negative,2,movies
"The worst customer_service I have ever bought, do not recommend.",negative,2,customer_service
"Neither great nor terrible, just another software.",neutral,3,software
"Amazing experience with this customer_service, will buy again!",positive,4,customer_service
"Neither great nor terrible, just another healthcare.",neutral,3,healthcare
"The healthcare is decent, not great but not bad either.",neutral,3,healthcare
Absolutely love this electronics! Exceeded my expectations.,positive,4,electronics
"Not worth the hype, bad movies, regret my purchase.",negative,2,movies
"Mediocre performance, but does the job for a electronics.",neutral,3,electronics
"An average healthcare, nothing to complain about.",neutral,3,healthcare
The travel meets expectations but isn't impressive.,neutral,3,travel
"Great value for money, perfect for my needs in movies.",positive,4,movies
"An average clothing, nothing to complain about.",neutral,3,clothing
"Great value for money, perfect for my needs in electronics.",positive,5,electronics
"Not worth the hype, bad healthcare, regret my purchase.",negative,2,healthcare
The best software I have ever used. Totally worth it!,positive,5,software
"Mediocre performance, but does the job for a movies.",neutral,3,movies
"Great value for money, perfect for my needs in customer_service.",positive,5,customer_service
Absolutely love this software! Exceeded my expectations.,positive,5,software
"Amazing experience with this customer_service, will buy again!",positive,5,customer_service
"The worst food I have ever bought, do not recommend.",negative,1,food
"Not worth the hype, bad food, regret my purchase.",negative,1,food
"Superb travel, high quality and long-lasting.",positive,4,travel
The best movies I have ever used. Totally worth it!,positive,5,movies
"Neither great nor terrible, just another food.",neutral,3,food
Absolutely love this movies! Exceeded my expectations.,positive,5,movies
The healthcare meets expectations but isn't impressive.,neutral,3,healthcare
"Not worth the hype, bad movies, regret my purchase.",negative,2,movies
"Horrible experience with this travel, waste of money.",negative,1,travel
"Superb clothing, high quality and long-lasting.",positive,4,clothing
"Not worth the hype, bad customer_service, regret my purchase.",negative,1,customer_service
"Very disappointed with this software, expected better.",negative,2,software
"Not worth the hype, bad food, regret my purchase.",negative,1,food
"Not worth the hype, bad customer_service, regret my purchase.",negative,2,customer_service
Absolutely love this customer_service! Exceeded my expectations.,positive,4,customer_service
"Terrible customer_service, completely unreliable and frustrating.",negative,1,customer_service
"Great value for money, perfect for my needs in electronics.",positive,4,electronics
"Very disappointed with this travel, expected better.",negative,1,travel
Absolutely love this food! Exceeded my expectations.,positive,4,food
"The worst travel I have ever bought, do not recommend.",negative,1,travel
The best software I have ever used. Totally worth it!,positive,5,software
The travel meets expectations but isn't impressive.,neutral,3,travel
Absolutely love this healthcare! Exceeded my expectations.,positive,4,healthcare
"Superb clothing, high quality and long-lasting.",positive,4,clothing
Absolutely love this food! Exceeded my expectations.,positive,4,food
"Terrible healthcare, completely unreliable and frustrating.",negative,2,healthcare
"Mediocre performance, but does the job for a food.",neutral,3,food
Absolutely love this clothing! Exceeded my expectations.,positive,4,clothing
"The clothing is decent, not great but not bad either.",neutral,3,clothing
The customer_service meets expectations but isn't impressive.,neutral,3,customer_service
"Mediocre performance, but does the job for a software.",neutral,3,software
"Very disappointed with this clothing, expected better.",negative,1,clothing
"Very disappointed with this clothing, expected better.",negative,1,clothing
"Horrible experience with this movies, waste of money.",negative,1,movies
The healthcare meets expectations but isn't impressive.,neutral,3,healthcare
"The worst healthcare I have ever bought, do not recommend.",negative,2,healthcare
"Terrible software, completely unreliable and frustrating.",negative,2,software
"Neither great nor terrible, just another food.",neutral,3,food
"Very disappointed with this clothing, expected better.",negative,2,clothing
"Amazing experience with this food, will buy again!",positive,5,food
Absolutely love this food! Exceeded my expectations.,positive,4,food
"Horrible experience with this food, waste of money.",negative,2,food
"Superb software, high quality and long-lasting.",positive,5,software
"An average food, nothing to complain about.",neutral,3,food
Absolutely love this food! Exceeded my expectations.,positive,4,food
"Very disappointed with this food, expected better.",negative,1,food
The best healthcare I have ever used. Totally worth it!,positive,4,healthcare
The food meets expectations but isn't impressive.,neutral,3,food
The best electronics I have ever used. Totally worth it!,positive,5,electronics
The best software I have ever used. Totally worth it!,positive,4,software
The clothing meets expectations but isn't impressive.,neutral,3,clothing
"Not worth the hype, bad food, regret my purchase.",negative,1,food
"Superb clothing, high quality and long-lasting.",positive,4,clothing
"An average movies, nothing to complain about.",neutral,3,movies
The electronics meets expectations but isn't impressive.,neutral,3,electronics
"Not worth the hype, bad movies, regret my purchase.",negative,2,movies
"Superb software, high quality and long-lasting.",positive,5,software
"Terrible movies, completely unreliable and frustrating.",negative,2,movies
"Neither great nor terrible, just another healthcare.",neutral,3,healthcare
Absolutely love this electronics! Exceeded my expectations.,positive,4,electronics
"Mediocre performance, but does the job for a electronics.",neutral,3,electronics
"Terrible electronics, completely unreliable and frustrating.",negative,1,electronics
